t, x, y 
2.867500, 0.143482, 1.637611 
2.867750, 0.143429, 1.637472 
2.868000, 0.143393, 1.637379 
2.868250, 0.143340, 1.637239 
2.868500, 0.143304, 1.637146 
2.868750, 0.143251, 1.637006 
2.869000, 0.143216, 1.636913 
2.869250, 0.143162, 1.636774 
2.869500, 0.143127, 1.636680 
2.869750, 0.143074, 1.636541 
2.870000, 0.143038, 1.636448 
2.870250, 0.142985, 1.636308 
2.870500, 0.142950, 1.636215 
2.870750, 0.142897, 1.636075 
2.871000, 0.142862, 1.635982 
2.871250, 0.142809, 1.635842 
2.871500, 0.142773, 1.635749 
2.871750, 0.142720, 1.635609 
2.872000, 0.142685, 1.635516 
2.872250, 0.142632, 1.635376 
2.872500, 0.142597, 1.635283 
2.872750, 0.142545, 1.635143 
2.873000, 0.142509, 1.635050 
2.873250, 0.142457, 1.634910 
2.873500, 0.142422, 1.634817 
2.873750, 0.142369, 1.634677 
2.874000, 0.142334, 1.634583 
2.874250, 0.142281, 1.634443 
2.874500, 0.142246, 1.634350 
2.874750, 0.142194, 1.634210 
2.875000, 0.142159, 1.634117 
2.875250, 0.142107, 1.633977 
2.875500, 0.142072, 1.633884 
2.875750, 0.142019, 1.633744 
2.876000, 0.141985, 1.633650 
2.876250, 0.141932, 1.633510 
2.876500, 0.141898, 1.633417 
2.876750, 0.141845, 1.633277 
2.877000, 0.141811, 1.633183 
2.877250, 0.141759, 1.633043 
2.877500, 0.141724, 1.632950 
2.877750, 0.141672, 1.632810 
2.878000, 0.141637, 1.632716 
2.878250, 0.141585, 1.632576 
2.878500, 0.141551, 1.632483 
2.878750, 0.141499, 1.632342 
2.879000, 0.141464, 1.632249 
2.879250, 0.141412, 1.632109 
2.879500, 0.141378, 1.632015 
2.879750, 0.141326, 1.631875 
2.880000, 0.141292, 1.631781 
2.880250, 0.141240, 1.631641 
2.880500, 0.141205, 1.631548 
2.880750, 0.141154, 1.631407 
2.881000, 0.141119, 1.631314 
2.881250, 0.141068, 1.631173 
2.881500, 0.141034, 1.631080 
2.881750, 0.140982, 1.630939 
2.882000, 0.140948, 1.630846 
2.882250, 0.140896, 1.630705 
2.882500, 0.140862, 1.630612 
2.882750, 0.140811, 1.630471 
2.883000, 0.140777, 1.630378 
2.883250, 0.140725, 1.630237 
2.883500, 0.140691, 1.630144 
2.883750, 0.140640, 1.630003 
2.884000, 0.140606, 1.629910 
2.884250, 0.140555, 1.629769 
2.884500, 0.140521, 1.629675 
2.884750, 0.140470, 1.629535 
2.885000, 0.140436, 1.629441 
2.885250, 0.140385, 1.629301 
2.885500, 0.140351, 1.629207 
2.885750, 0.140300, 1.629066 
2.886000, 0.140266, 1.628973 
2.886250, 0.140215, 1.628832 
2.886500, 0.140181, 1.628738 
2.886750, 0.140131, 1.628598 
2.887000, 0.140097, 1.628504 
2.887250, 0.140046, 1.628363 
2.887500, 0.140012, 1.628269 
2.887750, 0.139962, 1.628129 
2.888000, 0.139928, 1.628035 
2.888250, 0.139877, 1.627894 
2.888500, 0.139844, 1.627800 
2.888750, 0.139793, 1.627660 
2.889000, 0.139760, 1.627566 
2.889250, 0.139709, 1.627425 
2.889500, 0.139676, 1.627331 
2.889750, 0.139625, 1.627190 
2.890000, 0.139592, 1.627096 
2.890250, 0.139542, 1.626956 
2.890500, 0.139508, 1.626862 
2.890750, 0.139458, 1.626721 
2.891000, 0.139425, 1.626627 
2.891250, 0.139374, 1.626486 
2.891500, 0.139341, 1.626392 
2.891750, 0.139291, 1.626251 
2.892000, 0.139258, 1.626157 
2.892250, 0.139208, 1.626016 
2.892500, 0.139174, 1.625922 
2.892750, 0.139124, 1.625781 
2.893000, 0.139091, 1.625687 
2.893250, 0.139041, 1.625546 
2.893500, 0.139008, 1.625452 
2.893750, 0.138958, 1.625311 
2.894000, 0.138925, 1.625217 
2.894250, 0.138876, 1.625076 
2.894500, 0.138842, 1.624982 
2.894750, 0.138793, 1.624841 
2.895000, 0.138760, 1.624747 
2.895250, 0.138710, 1.624606 
2.895500, 0.138677, 1.624512 
2.895750, 0.138628, 1.624371 
2.896000, 0.138595, 1.624277 
2.896250, 0.138545, 1.624135 
2.896500, 0.138513, 1.624041 
2.896750, 0.138463, 1.623900 
2.897000, 0.138430, 1.623806 
2.897250, 0.138381, 1.623665 
2.897500, 0.138348, 1.623571 
2.897750, 0.138299, 1.623429 
2.898000, 0.138266, 1.623335 
2.898250, 0.138217, 1.623194 
2.898500, 0.138184, 1.623100 
2.898750, 0.138135, 1.622958 
2.899000, 0.138103, 1.622864 
2.899250, 0.138054, 1.622723 
2.899500, 0.138021, 1.622629 
2.899750, 0.137972, 1.622487 
2.900000, 0.137940, 1.622393 
2.900250, 0.137891, 1.622252 
2.900500, 0.137858, 1.622157 
2.900750, 0.137809, 1.622016 
2.901000, 0.137777, 1.621922 
2.901250, 0.137728, 1.621780 
2.901500, 0.137696, 1.621686 
2.901750, 0.137647, 1.621545 
2.902000, 0.137615, 1.621450 
2.902250, 0.137566, 1.621309 
2.902500, 0.137534, 1.621214 
2.902750, 0.137485, 1.621073 
2.903000, 0.137453, 1.620979 
2.903250, 0.137405, 1.620837 
2.903500, 0.137373, 1.620743 
2.903750, 0.137324, 1.620601 
2.904000, 0.137292, 1.620507 
2.904250, 0.137244, 1.620365 
2.904500, 0.137212, 1.620271 
2.904750, 0.137163, 1.620129 
2.905000, 0.137131, 1.620035 
2.905250, 0.137083, 1.619893 
2.905500, 0.137051, 1.619799 
2.905750, 0.137003, 1.619657 
2.906000, 0.136971, 1.619563 
2.906250, 0.136923, 1.619421 
2.906500, 0.136891, 1.619326 
2.906750, 0.136843, 1.619185 
2.907000, 0.136811, 1.619090 
2.907250, 0.136763, 1.618948 
2.907500, 0.136732, 1.618854 
2.907750, 0.136684, 1.618712 
2.908000, 0.136652, 1.618618 
2.908250, 0.136604, 1.618476 
2.908500, 0.136573, 1.618381 
2.908750, 0.136525, 1.618239 
2.909000, 0.136493, 1.618145 
2.909250, 0.136446, 1.618003 
2.909500, 0.136414, 1.617908 
2.909750, 0.136367, 1.617767 
2.910000, 0.136335, 1.617672 
2.910250, 0.136287, 1.617530 
2.910500, 0.136256, 1.617435 
2.910750, 0.136209, 1.617293 
2.911000, 0.136177, 1.617199 
2.911250, 0.136130, 1.617057 
2.911500, 0.136098, 1.616962 
2.911750, 0.136051, 1.616820 
2.912000, 0.136020, 1.616726 
2.912250, 0.135973, 1.616584 
2.912500, 0.135941, 1.616489 
2.912750, 0.135894, 1.616347 
2.913000, 0.135863, 1.616252 
2.913250, 0.135816, 1.616110 
2.913500, 0.135785, 1.616015 
2.913750, 0.135738, 1.615873 
2.914000, 0.135706, 1.615779 
2.914250, 0.135660, 1.615636 
2.914500, 0.135628, 1.615542 
2.914750, 0.135582, 1.615400 
2.915000, 0.135550, 1.615305 
2.915250, 0.135504, 1.615163 
2.915500, 0.135473, 1.615068 
2.915750, 0.135426, 1.614926 
2.916000, 0.135395, 1.614831 
2.916250, 0.135348, 1.614689 
2.916500, 0.135317, 1.614594 
2.916750, 0.135271, 1.614451 
2.917000, 0.135240, 1.614357 
2.917250, 0.135194, 1.614214 
2.917500, 0.135163, 1.614120 
2.917750, 0.135116, 1.613977 
2.918000, 0.135085, 1.613882 
2.918250, 0.135039, 1.613740 
2.918500, 0.135008, 1.613645 
2.918750, 0.134962, 1.613503 
2.919000, 0.134931, 1.613408 
2.919250, 0.134885, 1.613265 
2.919500, 0.134855, 1.613171 
2.919750, 0.134809, 1.613028 
2.920000, 0.134778, 1.612933 
2.920250, 0.134732, 1.612791 
2.920500, 0.134701, 1.612696 
2.920750, 0.134655, 1.612553 
2.921000, 0.134625, 1.612458 
2.921250, 0.134579, 1.612316 
2.921500, 0.134548, 1.612221 
2.921750, 0.134503, 1.612078 
2.922000, 0.134472, 1.611983 
2.922250, 0.134427, 1.611841 
2.922500, 0.134396, 1.611746 
2.922750, 0.134351, 1.611603 
2.923000, 0.134320, 1.611508 
2.923250, 0.134275, 1.611366 
2.923500, 0.134244, 1.611271 
2.923750, 0.134199, 1.611128 
2.924000, 0.134168, 1.611033 
2.924250, 0.134123, 1.610890 
2.924500, 0.134093, 1.610795 
2.924750, 0.134048, 1.610653 
2.925000, 0.134017, 1.610557 
2.925250, 0.133972, 1.610415 
2.925500, 0.133942, 1.610320 
2.925750, 0.133897, 1.610177 
2.926000, 0.133867, 1.610082 
2.926250, 0.133822, 1.609939 
2.926500, 0.133791, 1.609844 
2.926750, 0.133746, 1.609701 
2.927000, 0.133716, 1.609606 
2.927250, 0.133671, 1.609463 
2.927500, 0.133642, 1.609368 
2.927750, 0.133597, 1.609225 
2.928000, 0.133567, 1.609130 
2.928250, 0.133522, 1.608987 
2.928500, 0.133492, 1.608892 
2.928750, 0.133447, 1.608749 
2.929000, 0.133418, 1.608654 
2.929250, 0.133373, 1.608511 
2.929500, 0.133343, 1.608416 
2.929750, 0.133298, 1.608273 
2.930000, 0.133269, 1.608177 
2.930250, 0.133224, 1.608034 
2.930500, 0.133195, 1.607939 
2.930750, 0.133150, 1.607796 
2.931000, 0.133120, 1.607701 
2.931250, 0.133076, 1.607558 
2.931500, 0.133047, 1.607463 
2.931750, 0.133002, 1.607320 
2.932000, 0.132973, 1.607224 
2.932250, 0.132928, 1.607081 
2.932500, 0.132899, 1.606986 
2.932750, 0.132855, 1.606843 
2.933000, 0.132825, 1.606747 
2.933250, 0.132781, 1.606604 
2.933500, 0.132752, 1.606509 
2.933750, 0.132708, 1.606366 
2.934000, 0.132679, 1.606270 
2.934250, 0.132635, 1.606127 
2.934500, 0.132605, 1.606032 
2.934750, 0.132561, 1.605889 
2.935000, 0.132532, 1.605793 
2.935250, 0.132488, 1.605650 
2.935500, 0.132459, 1.605555 
2.935750, 0.132415, 1.605411 
2.936000, 0.132386, 1.605316 
2.936250, 0.132343, 1.605173 
2.936500, 0.132314, 1.605077 
2.936750, 0.132270, 1.604934 
2.937000, 0.132241, 1.604838 
2.937250, 0.132197, 1.604695 
2.937500, 0.132168, 1.604600 
2.937750, 0.132125, 1.604456 
2.938000, 0.132096, 1.604361 
2.938250, 0.132053, 1.604217 
2.938500, 0.132024, 1.604122 
2.938750, 0.131980, 1.603978 
2.939000, 0.131952, 1.603883 
2.939250, 0.131908, 1.603739 
2.939500, 0.131880, 1.603644 
2.939750, 0.131836, 1.603500 
2.940000, 0.131808, 1.603405 
2.940250, 0.131765, 1.603261 
2.940500, 0.131736, 1.603166 
2.940750, 0.131693, 1.603022 
2.941000, 0.131664, 1.602927 
2.941250, 0.131621, 1.602783 
2.941500, 0.131593, 1.602688 
2.941750, 0.131550, 1.602544 
2.942000, 0.131521, 1.602448 
2.942250, 0.131478, 1.602305 
2.942500, 0.131450, 1.602209 
2.942750, 0.131407, 1.602066 
2.943000, 0.131379, 1.601970 
2.943250, 0.131336, 1.601826 
2.943500, 0.131308, 1.601731 
2.943750, 0.131265, 1.601587 
2.944000, 0.131237, 1.601491 
2.944250, 0.131194, 1.601348 
2.944500, 0.131166, 1.601252 
2.944750, 0.131123, 1.601108 
2.945000, 0.131095, 1.601012 
2.945250, 0.131053, 1.600869 
2.945500, 0.131024, 1.600773 
2.945750, 0.130982, 1.600629 
2.946000, 0.130954, 1.600533 
2.946250, 0.130912, 1.600390 
2.946500, 0.130884, 1.600294 
2.946750, 0.130841, 1.600150 
2.947000, 0.130813, 1.600054 
2.947250, 0.130771, 1.599911 
2.947500, 0.130743, 1.599815 
2.947750, 0.130701, 1.599671 
2.948000, 0.130673, 1.599575 
2.948250, 0.130631, 1.599431 
2.948500, 0.130603, 1.599335 
2.948750, 0.130562, 1.599191 
2.949000, 0.130534, 1.599096 
2.949250, 0.130492, 1.598952 
2.949500, 0.130464, 1.598856 
2.949750, 0.130422, 1.598712 
2.950000, 0.130395, 1.598616 
2.950250, 0.130353, 1.598472 
2.950500, 0.130325, 1.598376 
2.950750, 0.130284, 1.598232 
2.951000, 0.130256, 1.598136 
2.951250, 0.130214, 1.597992 
2.951500, 0.130187, 1.597896 
2.951750, 0.130145, 1.597752 
2.952000, 0.130118, 1.597656 
2.952250, 0.130076, 1.597512 
2.952500, 0.130049, 1.597416 
2.952750, 0.130008, 1.597272 
2.953000, 0.129980, 1.597176 
2.953250, 0.129939, 1.597032 
2.953500, 0.129911, 1.596936 
2.953750, 0.129870, 1.596792 
2.954000, 0.129843, 1.596696 
2.954250, 0.129802, 1.596552 
2.954500, 0.129774, 1.596456 
2.954750, 0.129733, 1.596312 
2.955000, 0.129706, 1.596215 
2.955250, 0.129665, 1.596071 
2.955500, 0.129638, 1.595975 
2.955750, 0.129597, 1.595831 
2.956000, 0.129570, 1.595735 
2.956250, 0.129529, 1.595591 
2.956500, 0.129502, 1.595495 
2.956750, 0.129461, 1.595350 
2.957000, 0.129434, 1.595254 
2.957250, 0.129394, 1.595110 
2.957500, 0.129366, 1.595014 
2.957750, 0.129326, 1.594869 
2.958000, 0.129299, 1.594773 
2.958250, 0.129258, 1.594629 
2.958500, 0.129231, 1.594533 
2.958750, 0.129191, 1.594388 
2.959000, 0.129164, 1.594292 
2.959250, 0.129124, 1.594148 
2.959500, 0.129097, 1.594052 
2.959750, 0.129057, 1.593907 
2.960000, 0.129030, 1.593811 
2.960250, 0.128990, 1.593667 
2.960500, 0.128963, 1.593570 
2.960750, 0.128923, 1.593426 
2.961000, 0.128896, 1.593330 
2.961250, 0.128856, 1.593185 
2.961500, 0.128829, 1.593089 
2.961750, 0.128789, 1.592944 
2.962000, 0.128763, 1.592848 
2.962250, 0.128723, 1.592704 
2.962500, 0.128696, 1.592607 
2.962750, 0.128656, 1.592463 
2.963000, 0.128630, 1.592367 
2.963250, 0.128590, 1.592222 
2.963500, 0.128564, 1.592126 
2.963750, 0.128524, 1.591981 
2.964000, 0.128497, 1.591885 
2.964250, 0.128458, 1.591740 
2.964500, 0.128431, 1.591644 
2.964750, 0.128392, 1.591499 
2.965000, 0.128366, 1.591403 
2.965250, 0.128326, 1.591258 
2.965500, 0.128300, 1.591162 
2.965750, 0.128260, 1.591017 
2.966000, 0.128234, 1.590921 
2.966250, 0.128195, 1.590776 
2.966500, 0.128169, 1.590679 
2.966750, 0.128129, 1.590535 
2.967000, 0.128103, 1.590438 
2.967250, 0.128064, 1.590294 
2.967500, 0.128038, 1.590197 
2.967750, 0.127999, 1.590052 
2.968000, 0.127973, 1.589956 
2.968250, 0.127934, 1.589811 
2.968500, 0.127908, 1.589715 
2.968750, 0.127869, 1.589570 
2.969000, 0.127843, 1.589473 
2.969250, 0.127804, 1.589329 
2.969500, 0.127778, 1.589232 
2.969750, 0.127739, 1.589087 
2.970000, 0.127713, 1.588991 
2.970250, 0.127675, 1.588846 
2.970500, 0.127649, 1.588749 
2.970750, 0.127610, 1.588604 
2.971000, 0.127584, 1.588508 
2.971250, 0.127546, 1.588363 
2.971500, 0.127520, 1.588266 
2.971750, 0.127482, 1.588121 
2.972000, 0.127456, 1.588025 
2.972250, 0.127417, 1.587880 
2.972500, 0.127392, 1.587783 
2.972750, 0.127353, 1.587638 
2.973000, 0.127328, 1.587541 
2.973250, 0.127290, 1.587397 
2.973500, 0.127264, 1.587300 
2.973750, 0.127226, 1.587155 
2.974000, 0.127200, 1.587058 
2.974250, 0.127162, 1.586913 
2.974500, 0.127137, 1.586816 
2.974750, 0.127099, 1.586671 
2.975000, 0.127073, 1.586575 
2.975250, 0.127035, 1.586430 
2.975500, 0.127010, 1.586333 
2.975750, 0.126972, 1.586188 
2.976000, 0.126947, 1.586091 
2.976250, 0.126909, 1.585946 
2.976500, 0.126884, 1.585849 
2.976750, 0.126846, 1.585704 
2.977000, 0.126821, 1.585607 
2.977250, 0.126783, 1.585462 
2.977500, 0.126758, 1.585365 
2.977750, 0.126720, 1.585220 
2.978000, 0.126695, 1.585123 
2.978250, 0.126658, 1.584978 
2.978500, 0.126633, 1.584881 
2.978750, 0.126595, 1.584736 
2.979000, 0.126570, 1.584639 
2.979250, 0.126533, 1.584494 
2.979500, 0.126508, 1.584397 
2.979750, 0.126470, 1.584252 
2.980000, 0.126445, 1.584155 
2.980250, 0.126408, 1.584010 
2.980500, 0.126383, 1.583913 
2.980750, 0.126346, 1.583767 
2.981000, 0.126321, 1.583671 
2.981250, 0.126284, 1.583525 
2.981500, 0.126259, 1.583428 
2.981750, 0.126222, 1.583283 
2.982000, 0.126198, 1.583186 
2.982250, 0.126161, 1.583041 
2.982500, 0.126136, 1.582944 
2.982750, 0.126099, 1.582798 
2.983000, 0.126075, 1.582701 
2.983250, 0.126038, 1.582556 
2.983500, 0.126013, 1.582459 
2.983750, 0.125976, 1.582314 
2.984000, 0.125952, 1.582217 
2.984250, 0.125915, 1.582071 
2.984500, 0.125891, 1.581974 
2.984750, 0.125854, 1.581829 
2.985000, 0.125830, 1.581732 
2.985250, 0.125793, 1.581586 
2.985500, 0.125769, 1.581489 
2.985750, 0.125732, 1.581344 
2.986000, 0.125708, 1.581247 
2.986250, 0.125672, 1.581101 
2.986500, 0.125647, 1.581004 
2.986750, 0.125611, 1.580858 
2.987000, 0.125587, 1.580761 
2.987250, 0.125551, 1.580616 
2.987500, 0.125526, 1.580519 
2.987750, 0.125490, 1.580373 
2.988000, 0.125466, 1.580276 
2.988250, 0.125430, 1.580130 
2.988500, 0.125406, 1.580033 
2.988750, 0.125370, 1.579887 
2.989000, 0.125346, 1.579790 
2.989250, 0.125310, 1.579645 
2.989500, 0.125286, 1.579547 
2.989750, 0.125250, 1.579402 
2.990000, 0.125226, 1.579305 
2.990250, 0.125190, 1.579159 
2.990500, 0.125166, 1.579062 
2.990750, 0.125131, 1.578916 
2.991000, 0.125107, 1.578819 
2.991250, 0.125071, 1.578673 
2.991500, 0.125047, 1.578576 
2.991750, 0.125012, 1.578430 
2.992000, 0.124988, 1.578333 
2.992250, 0.124953, 1.578187 
2.992500, 0.124929, 1.578090 
2.992750, 0.124893, 1.577944 
2.993000, 0.124870, 1.577847 
2.993250, 0.124834, 1.577701 
2.993500, 0.124811, 1.577604 
2.993750, 0.124776, 1.577458 
2.994000, 0.124752, 1.577360 
2.994250, 0.124717, 1.577214 
2.994500, 0.124693, 1.577117 
2.994750, 0.124658, 1.576971 
2.995000, 0.124635, 1.576874 
2.995250, 0.124600, 1.576728 
2.995500, 0.124576, 1.576631 
2.995750, 0.124541, 1.576485 
2.996000, 0.124518, 1.576387 
2.996250, 0.124483, 1.576241 
2.996500, 0.124460, 1.576144 
2.996750, 0.124425, 1.575998 
2.997000, 0.124402, 1.575901 
2.997250, 0.124367, 1.575755 
2.997500, 0.124344, 1.575657 
2.997750, 0.124309, 1.575511 
2.998000, 0.124286, 1.575414 
2.998250, 0.124251, 1.575268 
2.998500, 0.124228, 1.575170 
2.998750, 0.124193, 1.575024 
2.999000, 0.124170, 1.574927 
2.999250, 0.124136, 1.574781 
2.999500, 0.124113, 1.574683 
2.999750, 0.124078, 1.574537 
3.000000, 0.124056, 1.574440 
3.000250, 0.124021, 1.574294 
3.000500, 0.123998, 1.574196 
3.000750, 0.123964, 1.574050 
3.001000, 0.123941, 1.573953 
3.001250, 0.123907, 1.573806 
3.001500, 0.123884, 1.573709 
3.001750, 0.123850, 1.573563 
3.002000, 0.123827, 1.573465 
3.002250, 0.123793, 1.573319 
3.002500, 0.123770, 1.573221 
3.002750, 0.123736, 1.573075 
3.003000, 0.123714, 1.572978 
3.003250, 0.123680, 1.572831 
3.003500, 0.123657, 1.572734 
3.003750, 0.123623, 1.572588 
3.004000, 0.123601, 1.572490 
3.004250, 0.123567, 1.572344 
3.004500, 0.123545, 1.572246 
3.004750, 0.123511, 1.572100 
3.005000, 0.123488, 1.572002 
3.005250, 0.123455, 1.571856 
3.005500, 0.123432, 1.571758 
3.005750, 0.123399, 1.571612 
3.006000, 0.123377, 1.571514 
3.006250, 0.123343, 1.571368 
3.006500, 0.123321, 1.571270 
3.006750, 0.123287, 1.571124 
3.007000, 0.123265, 1.571026 
3.007250, 0.123232, 1.570880 
3.007500, 0.123210, 1.570782 
3.007750, 0.123176, 1.570636 
3.008000, 0.123154, 1.570538 
3.008250, 0.123121, 1.570391 
3.008500, 0.123099, 1.570294 
3.008750, 0.123066, 1.570147 
3.009000, 0.123044, 1.570050 
3.009250, 0.123011, 1.569903 
3.009500, 0.122989, 1.569805 
3.009750, 0.122956, 1.569659 
3.010000, 0.122934, 1.569561 
3.010250, 0.122901, 1.569414 
3.010500, 0.122879, 1.569317 
3.010750, 0.122846, 1.569170 
3.011000, 0.122824, 1.569072 
3.011250, 0.122791, 1.568926 
3.011500, 0.122770, 1.568828 
3.011750, 0.122737, 1.568681 
3.012000, 0.122715, 1.568584 
3.012250, 0.122683, 1.568437 
3.012500, 0.122661, 1.568339 
3.012750, 0.122628, 1.568193 
3.013000, 0.122607, 1.568095 
3.013250, 0.122574, 1.567948 
3.013500, 0.122553, 1.567850 
3.013750, 0.122520, 1.567704 
3.014000, 0.122499, 1.567606 
3.014250, 0.122466, 1.567459 
3.014500, 0.122445, 1.567361 
3.014750, 0.122412, 1.567214 
3.015000, 0.122391, 1.567117 
3.015250, 0.122359, 1.566970 
3.015500, 0.122337, 1.566872 
3.015750, 0.122305, 1.566725 
3.016000, 0.122284, 1.566627 
3.016250, 0.122252, 1.566480 
3.016500, 0.122231, 1.566383 
3.016750, 0.122199, 1.566236 
3.017000, 0.122177, 1.566138 
3.017250, 0.122146, 1.565991 
3.017500, 0.122124, 1.565893 
3.017750, 0.122092, 1.565746 
3.018000, 0.122071, 1.565648 
3.018250, 0.122040, 1.565501 
3.018500, 0.122018, 1.565403 
3.018750, 0.121987, 1.565256 
3.019000, 0.121966, 1.565159 
3.019250, 0.121934, 1.565012 
3.019500, 0.121913, 1.564914 
3.019750, 0.121882, 1.564767 
3.020000, 0.121861, 1.564669 
3.020250, 0.121829, 1.564522 
3.020500, 0.121808, 1.564424 
3.020750, 0.121777, 1.564277 
3.021000, 0.121756, 1.564179 
3.021250, 0.121725, 1.564032 
3.021500, 0.121704, 1.563934 
3.021750, 0.121673, 1.563787 
3.022000, 0.121652, 1.563689 
3.022250, 0.121621, 1.563542 
3.022500, 0.121600, 1.563444 
3.022750, 0.121569, 1.563296 
3.023000, 0.121548, 1.563198 
3.023250, 0.121517, 1.563051 
3.023500, 0.121497, 1.562953 
3.023750, 0.121466, 1.562806 
3.024000, 0.121445, 1.562708 
3.024250, 0.121414, 1.562561 
3.024500, 0.121394, 1.562463 
3.024750, 0.121363, 1.562316 
3.025000, 0.121342, 1.562218 
3.025250, 0.121312, 1.562070 
3.025500, 0.121291, 1.561972 
3.025750, 0.121261, 1.561825 
3.026000, 0.121240, 1.561727 
3.026250, 0.121210, 1.561580 
3.026500, 0.121189, 1.561482 
3.026750, 0.121159, 1.561334 
3.027000, 0.121139, 1.561236 
3.027250, 0.121108, 1.561089 
3.027500, 0.121088, 1.560991 
3.027750, 0.121058, 1.560843 
3.028000, 0.121037, 1.560745 
3.028250, 0.121007, 1.560598 
3.028500, 0.120987, 1.560500 
3.028750, 0.120957, 1.560352 
3.029000, 0.120937, 1.560254 
3.029250, 0.120907, 1.560107 
3.029500, 0.120887, 1.560009 
3.029750, 0.120856, 1.559861 
3.030000, 0.120836, 1.559763 
3.030250, 0.120807, 1.559616 
3.030500, 0.120787, 1.559518 
3.030750, 0.120757, 1.559370 
3.031000, 0.120737, 1.559272 
3.031250, 0.120707, 1.559124 
3.031500, 0.120687, 1.559026 
3.031750, 0.120657, 1.558879 
3.032000, 0.120638, 1.558780 
3.032250, 0.120608, 1.558633 
3.032500, 0.120588, 1.558535 
3.032750, 0.120559, 1.558387 
3.033000, 0.120539, 1.558289 
3.033250, 0.120509, 1.558141 
3.033500, 0.120490, 1.558043 
3.033750, 0.120460, 1.557896 
3.034000, 0.120441, 1.557797 
3.034250, 0.120411, 1.557650 
3.034500, 0.120392, 1.557551 
3.034750, 0.120362, 1.557404 
3.035000, 0.120343, 1.557306 
3.035250, 0.120314, 1.557158 
3.035500, 0.120294, 1.557060 
3.035750, 0.120265, 1.556912 
3.036000, 0.120246, 1.556814 
3.036250, 0.120216, 1.556666 
3.036500, 0.120197, 1.556568 
3.036750, 0.120168, 1.556420 
3.037000, 0.120149, 1.556322 
3.037250, 0.120120, 1.556174 
3.037500, 0.120101, 1.556076 
3.037750, 0.120072, 1.555928 
3.038000, 0.120052, 1.555829 
3.038250, 0.120024, 1.555682 
3.038500, 0.120004, 1.555583 
3.038750, 0.119976, 1.555436 
3.039000, 0.119957, 1.555337 
3.039250, 0.119928, 1.555189 
3.039500, 0.119909, 1.555091 
3.039750, 0.119880, 1.554943 
3.040000, 0.119861, 1.554845 
3.040250, 0.119833, 1.554697 
3.040500, 0.119814, 1.554599 
3.040750, 0.119785, 1.554451 
3.041000, 0.119767, 1.554352 
3.041250, 0.119738, 1.554204 
3.041500, 0.119719, 1.554106 
3.041750, 0.119691, 1.553958 
3.042000, 0.119672, 1.553860 
3.042250, 0.119644, 1.553712 
3.042500, 0.119625, 1.553613 
3.042750, 0.119597, 1.553465 
3.043000, 0.119578, 1.553367 
3.043250, 0.119550, 1.553219 
3.043500, 0.119532, 1.553120 
3.043750, 0.119504, 1.552973 
3.044000, 0.119485, 1.552874 
3.044250, 0.119457, 1.552726 
3.044500, 0.119439, 1.552627 
3.044750, 0.119411, 1.552480 
3.045000, 0.119392, 1.552381 
3.045250, 0.119364, 1.552233 
3.045500, 0.119346, 1.552134 
3.045750, 0.119318, 1.551986 
3.046000, 0.119300, 1.551888 
3.046250, 0.119272, 1.551740 
3.046500, 0.119254, 1.551641 
3.046750, 0.119226, 1.551493 
3.047000, 0.119208, 1.551395 
3.047250, 0.119180, 1.551247 
3.047500, 0.119162, 1.551148 
3.047750, 0.119135, 1.551000 
3.048000, 0.119117, 1.550901 
3.048250, 0.119089, 1.550753 
3.048500, 0.119071, 1.550654 
3.048750, 0.119044, 1.550506 
3.049000, 0.119026, 1.550408 
3.049250, 0.118998, 1.550260 
3.049500, 0.118980, 1.550161 
3.049750, 0.118953, 1.550013 
3.050000, 0.118935, 1.549914 
3.050250, 0.118908, 1.549766 
3.050500, 0.118890, 1.549667 
3.050750, 0.118863, 1.549519 
3.051000, 0.118845, 1.549420 
3.051250, 0.118818, 1.549272 
3.051500, 0.118801, 1.549173 
3.051750, 0.118774, 1.549025 
3.052000, 0.118756, 1.548926 
3.052250, 0.118729, 1.548778 
3.052500, 0.118711, 1.548679 
3.052750, 0.118685, 1.548531 
3.053000, 0.118667, 1.548432 
3.053250, 0.118640, 1.548284 
3.053500, 0.118623, 1.548185 
3.053750, 0.118596, 1.548037 
3.054000, 0.118579, 1.547938 
3.054250, 0.118552, 1.547790 
3.054500, 0.118534, 1.547691 
3.054750, 0.118508, 1.547543 
3.055000, 0.118491, 1.547444 
3.055250, 0.118464, 1.547296 
3.055500, 0.118447, 1.547197 
3.055750, 0.118421, 1.547049 
3.056000, 0.118403, 1.546950 
3.056250, 0.118377, 1.546801 
3.056500, 0.118360, 1.546703 
3.056750, 0.118333, 1.546554 
3.057000, 0.118316, 1.546455 
3.057250, 0.118290, 1.546307 
3.057500, 0.118273, 1.546208 
3.057750, 0.118247, 1.546060 
3.058000, 0.118230, 1.545961 
3.058250, 0.118204, 1.545812 
3.058500, 0.118187, 1.545713 
3.058750, 0.118161, 1.545565 
3.059000, 0.118144, 1.545466 
3.059250, 0.118118, 1.545318 
3.059500, 0.118101, 1.545219 
3.059750, 0.118075, 1.545070 
3.060000, 0.118058, 1.544971 
3.060250, 0.118033, 1.544823 
3.060500, 0.118016, 1.544724 
3.060750, 0.117990, 1.544575 
3.061000, 0.117973, 1.544476 
3.061250, 0.117948, 1.544328 
3.061500, 0.117931, 1.544229 
