t, x, y 
0.000000, 1.109271, 1.452213 
0.000250, 1.109271, 1.452213 
0.000500, 1.109271, 1.452213 
0.000750, 1.109271, 1.452213 
0.001000, 1.109271, 1.452213 
0.001250, 1.109271, 1.452213 
0.001500, 1.109271, 1.452213 
0.001750, 1.109271, 1.452213 
0.002000, 1.109271, 1.452213 
0.002250, 1.109272, 1.452213 
0.002500, 1.109272, 1.452213 
0.002750, 1.109272, 1.452213 
0.003000, 1.109272, 1.452213 
0.003250, 1.109272, 1.452213 
0.003500, 1.109272, 1.452213 
0.003750, 1.109272, 1.452213 
0.004000, 1.109272, 1.452213 
0.004250, 1.109272, 1.452213 
0.004500, 1.109272, 1.452213 
0.004750, 1.109272, 1.452213 
0.005000, 1.109272, 1.452213 
0.005250, 1.109273, 1.452213 
0.005500, 1.109273, 1.452213 
0.005750, 1.109273, 1.452213 
0.006000, 1.109273, 1.452213 
0.006250, 1.109273, 1.452213 
0.006500, 1.109274, 1.452213 
0.006750, 1.109274, 1.452213 
0.007000, 1.109274, 1.452213 
0.007250, 1.109274, 1.452213 
0.007500, 1.109275, 1.452213 
0.007750, 1.109275, 1.452213 
0.008000, 1.109275, 1.452213 
0.008250, 1.109276, 1.452213 
0.008500, 1.109276, 1.452213 
0.008750, 1.109277, 1.452213 
0.009000, 1.109277, 1.452213 
0.009250, 1.109278, 1.452213 
0.009500, 1.109278, 1.452213 
0.009750, 1.109279, 1.452213 
0.010000, 1.109279, 1.452213 
0.010250, 1.109280, 1.452214 
0.010500, 1.109280, 1.452214 
0.010750, 1.109281, 1.452214 
0.011000, 1.109281, 1.452214 
0.011250, 1.109282, 1.452214 
0.011500, 1.109283, 1.452214 
0.011750, 1.109284, 1.452214 
0.012000, 1.109284, 1.452214 
0.012250, 1.109285, 1.452214 
0.012500, 1.109286, 1.452214 
0.012750, 1.109287, 1.452214 
0.013000, 1.109288, 1.452214 
0.013250, 1.109289, 1.452214 
0.013500, 1.109289, 1.452214 
0.013750, 1.109291, 1.452214 
0.014000, 1.109291, 1.452214 
0.014250, 1.109293, 1.452215 
0.014500, 1.109293, 1.452215 
0.014750, 1.109295, 1.452215 
0.015000, 1.109296, 1.452215 
0.015250, 1.109297, 1.452215 
0.015500, 1.109298, 1.452215 
0.015750, 1.109299, 1.452215 
0.016000, 1.109300, 1.452215 
0.016250, 1.109302, 1.452216 
0.016500, 1.109303, 1.452216 
0.016750, 1.109304, 1.452216 
0.017000, 1.109306, 1.452216 
0.017250, 1.109307, 1.452216 
0.017500, 1.109308, 1.452216 
0.017750, 1.109310, 1.452217 
0.018000, 1.109311, 1.452217 
0.018250, 1.109313, 1.452217 
0.018500, 1.109315, 1.452217 
0.018750, 1.109317, 1.452218 
0.019000, 1.109318, 1.452218 
0.019250, 1.109320, 1.452218 
0.019500, 1.109321, 1.452218 
0.019750, 1.109323, 1.452219 
0.020000, 1.109325, 1.452219 
0.020250, 1.109327, 1.452219 
0.020500, 1.109329, 1.452219 
0.020750, 1.109331, 1.452220 
0.021000, 1.109332, 1.452220 
0.021250, 1.109335, 1.452220 
0.021500, 1.109336, 1.452221 
0.021750, 1.109339, 1.452221 
0.022000, 1.109341, 1.452222 
0.022250, 1.109343, 1.452222 
0.022500, 1.109345, 1.452222 
0.022750, 1.109347, 1.452223 
0.023000, 1.109349, 1.452223 
0.023250, 1.109352, 1.452224 
0.023500, 1.109354, 1.452224 
0.023750, 1.109357, 1.452225 
0.024000, 1.109359, 1.452225 
0.024250, 1.109362, 1.452226 
0.024500, 1.109364, 1.452226 
0.024750, 1.109367, 1.452227 
0.025000, 1.109369, 1.452227 
0.025250, 1.109372, 1.452228 
0.025500, 1.109374, 1.452228 
0.025750, 1.109377, 1.452229 
0.026000, 1.109379, 1.452230 
0.026250, 1.109383, 1.452230 
0.026500, 1.109385, 1.452231 
0.026750, 1.109388, 1.452232 
0.027000, 1.109390, 1.452232 
0.027250, 1.109394, 1.452233 
0.027500, 1.109396, 1.452234 
0.027750, 1.109400, 1.452235 
0.028000, 1.109402, 1.452235 
0.028250, 1.109406, 1.452236 
0.028500, 1.109409, 1.452237 
0.028750, 1.109412, 1.452238 
0.029000, 1.109415, 1.452238 
0.029250, 1.109419, 1.452239 
0.029500, 1.109421, 1.452240 
0.029750, 1.109425, 1.452241 
0.030000, 1.109428, 1.452242 
0.030250, 1.109432, 1.452243 
0.030500, 1.109435, 1.452244 
0.030750, 1.109439, 1.452245 
0.031000, 1.109442, 1.452246 
0.031250, 1.109446, 1.452247 
0.031500, 1.109449, 1.452248 
0.031750, 1.109453, 1.452249 
0.032000, 1.109456, 1.452250 
0.032250, 1.109461, 1.452252 
0.032500, 1.109464, 1.452253 
0.032750, 1.109468, 1.452254 
0.033000, 1.109471, 1.452255 
0.033250, 1.109476, 1.452257 
0.033500, 1.109479, 1.452258 
0.033750, 1.109484, 1.452259 
0.034000, 1.109487, 1.452260 
0.034250, 1.109492, 1.452262 
0.034500, 1.109495, 1.452263 
0.034750, 1.109500, 1.452265 
0.035000, 1.109503, 1.452266 
0.035250, 1.109508, 1.452268 
0.035500, 1.109511, 1.452269 
0.035750, 1.109517, 1.452271 
0.036000, 1.109520, 1.452272 
0.036250, 1.109525, 1.452274 
0.036500, 1.109529, 1.452275 
0.036750, 1.109534, 1.452277 
0.037000, 1.109537, 1.452278 
0.037250, 1.109543, 1.452281 
0.037500, 1.109546, 1.452282 
0.037750, 1.109552, 1.452284 
0.038000, 1.109556, 1.452286 
0.038250, 1.109561, 1.452288 
0.038500, 1.109565, 1.452289 
0.038750, 1.109571, 1.452292 
0.039000, 1.109574, 1.452293 
0.039250, 1.109580, 1.452295 
0.039500, 1.109584, 1.452297 
0.039750, 1.109590, 1.452300 
0.040000, 1.109594, 1.452301 
0.040250, 1.109600, 1.452304 
0.040500, 1.109604, 1.452305 
0.040750, 1.109610, 1.452308 
0.041000, 1.109614, 1.452310 
0.041250, 1.109620, 1.452313 
0.041500, 1.109624, 1.452314 
0.041750, 1.109630, 1.452317 
0.042000, 1.109634, 1.452319 
0.042250, 1.109640, 1.452322 
0.042500, 1.109645, 1.452324 
0.042750, 1.109651, 1.452327 
0.043000, 1.109655, 1.452329 
0.043250, 1.109662, 1.452332 
0.043500, 1.109666, 1.452334 
0.043750, 1.109672, 1.452337 
0.044000, 1.109677, 1.452340 
0.044250, 1.109683, 1.452343 
0.044500, 1.109688, 1.452345 
0.044750, 1.109694, 1.452348 
0.045000, 1.109699, 1.452351 
0.045250, 1.109706, 1.452354 
0.045500, 1.109710, 1.452357 
0.045750, 1.109717, 1.452360 
0.046000, 1.109722, 1.452363 
0.046250, 1.109729, 1.452366 
0.046500, 1.109733, 1.452369 
0.046750, 1.109740, 1.452373 
0.047000, 1.109745, 1.452375 
0.047250, 1.109752, 1.452379 
0.047500, 1.109757, 1.452382 
0.047750, 1.109764, 1.452386 
0.048000, 1.109769, 1.452388 
0.048250, 1.109776, 1.452392 
0.048500, 1.109781, 1.452395 
0.048750, 1.109788, 1.452400 
0.049000, 1.109793, 1.452402 
0.049250, 1.109801, 1.452407 
0.049500, 1.109805, 1.452410 
0.049750, 1.109813, 1.452414 
0.050000, 1.109818, 1.452417 
0.050250, 1.109826, 1.452422 
0.050500, 1.109831, 1.452425 
0.050750, 1.109838, 1.452430 
0.051000, 1.109843, 1.452433 
0.051250, 1.109851, 1.452437 
0.051500, 1.109856, 1.452441 
0.051750, 1.109864, 1.452446 
0.052000, 1.109869, 1.452449 
0.052250, 1.109877, 1.452454 
0.052500, 1.109882, 1.452458 
0.052750, 1.109890, 1.452463 
0.053000, 1.109895, 1.452466 
0.053250, 1.109903, 1.452472 
0.053500, 1.109909, 1.452475 
0.053750, 1.109917, 1.452481 
0.054000, 1.109922, 1.452484 
0.054250, 1.109930, 1.452490 
0.054500, 1.109936, 1.452494 
0.054750, 1.109944, 1.452499 
0.055000, 1.109949, 1.452503 
0.055250, 1.109958, 1.452509 
0.055500, 1.109963, 1.452513 
0.055750, 1.109972, 1.452519 
0.056000, 1.109977, 1.452523 
0.056250, 1.109985, 1.452529 
0.056500, 1.109991, 1.452533 
0.056750, 1.110000, 1.452539 
0.057000, 1.110005, 1.452544 
0.057250, 1.110014, 1.452550 
0.057500, 1.110019, 1.452554 
0.057750, 1.110028, 1.452561 
0.058000, 1.110034, 1.452565 
0.058250, 1.110042, 1.452572 
0.058500, 1.110048, 1.452577 
0.058750, 1.110057, 1.452583 
0.059000, 1.110063, 1.452588 
0.059250, 1.110071, 1.452595 
0.059500, 1.110077, 1.452600 
0.059750, 1.110086, 1.452607 
0.060000, 1.110092, 1.452612 
0.060250, 1.110101, 1.452619 
0.060500, 1.110107, 1.452624 
0.060750, 1.110116, 1.452631 
0.061000, 1.110122, 1.452636 
0.061250, 1.110131, 1.452644 
0.061500, 1.110137, 1.452649 
0.061750, 1.110146, 1.452657 
0.062000, 1.110152, 1.452662 
0.062250, 1.110161, 1.452670 
0.062500, 1.110167, 1.452675 
0.062750, 1.110176, 1.452683 
0.063000, 1.110182, 1.452688 
0.063250, 1.110191, 1.452697 
0.063500, 1.110197, 1.452702 
0.063750, 1.110207, 1.452711 
0.064000, 1.110213, 1.452716 
0.064250, 1.110222, 1.452725 
0.064500, 1.110228, 1.452730 
0.064750, 1.110238, 1.452739 
0.065000, 1.110244, 1.452745 
0.065250, 1.110253, 1.452754 
0.065500, 1.110260, 1.452760 
0.065750, 1.110269, 1.452769 
0.066000, 1.110275, 1.452775 
0.066250, 1.110285, 1.452784 
0.066500, 1.110291, 1.452790 
0.066750, 1.110301, 1.452800 
0.067000, 1.110307, 1.452806 
0.067250, 1.110316, 1.452816 
0.067500, 1.110323, 1.452822 
0.067750, 1.110332, 1.452832 
0.068000, 1.110339, 1.452838 
0.068250, 1.110349, 1.452848 
0.068500, 1.110355, 1.452855 
0.068750, 1.110365, 1.452865 
0.069000, 1.110371, 1.452872 
0.069250, 1.110381, 1.452882 
0.069500, 1.110387, 1.452889 
0.069750, 1.110397, 1.452899 
0.070000, 1.110404, 1.452906 
0.070250, 1.110413, 1.452917 
0.070500, 1.110420, 1.452924 
0.070750, 1.110430, 1.452935 
0.071000, 1.110436, 1.452942 
0.071250, 1.110446, 1.452953 
0.071500, 1.110453, 1.452960 
0.071750, 1.110463, 1.452971 
0.072000, 1.110469, 1.452979 
0.072250, 1.110479, 1.452990 
0.072500, 1.110486, 1.452998 
0.072750, 1.110496, 1.453009 
0.073000, 1.110503, 1.453017 
0.073250, 1.110513, 1.453029 
0.073500, 1.110519, 1.453037 
0.073750, 1.110529, 1.453049 
0.074000, 1.110536, 1.453057 
0.074250, 1.110546, 1.453069 
0.074500, 1.110553, 1.453077 
0.074750, 1.110563, 1.453089 
0.075000, 1.110570, 1.453098 
0.075250, 1.110580, 1.453110 
0.075500, 1.110586, 1.453118 
0.075750, 1.110597, 1.453131 
0.076000, 1.110603, 1.453140 
0.076250, 1.110614, 1.453153 
0.076500, 1.110620, 1.453161 
0.076750, 1.110631, 1.453174 
0.077000, 1.110637, 1.453183 
0.077250, 1.110648, 1.453196 
0.077500, 1.110654, 1.453205 
0.077750, 1.110665, 1.453219 
0.078000, 1.110671, 1.453228 
0.078250, 1.110682, 1.453242 
0.078500, 1.110689, 1.453251 
0.078750, 1.110699, 1.453265 
0.079000, 1.110706, 1.453274 
0.079250, 1.110716, 1.453288 
0.079500, 1.110723, 1.453298 
0.079750, 1.110733, 1.453312 
0.080000, 1.110740, 1.453322 
0.080250, 1.110750, 1.453336 
0.080500, 1.110757, 1.453346 
0.080750, 1.110768, 1.453361 
0.081000, 1.110775, 1.453371 
0.081250, 1.110785, 1.453386 
0.081500, 1.110792, 1.453396 
0.081750, 1.110802, 1.453411 
0.082000, 1.110809, 1.453421 
0.082250, 1.110820, 1.453437 
0.082500, 1.110826, 1.453447 
0.082750, 1.110837, 1.453462 
0.083000, 1.110844, 1.453473 
0.083250, 1.110854, 1.453489 
0.083500, 1.110861, 1.453499 
0.083750, 1.110872, 1.453515 
0.084000, 1.110879, 1.453526 
0.084250, 1.110889, 1.453543 
0.084500, 1.110896, 1.453553 
0.084750, 1.110906, 1.453570 
0.085000, 1.110913, 1.453581 
0.085250, 1.110924, 1.453598 
0.085500, 1.110931, 1.453609 
0.085750, 1.110941, 1.453626 
0.086000, 1.110948, 1.453637 
0.086250, 1.110959, 1.453655 
0.086500, 1.110966, 1.453666 
0.086750, 1.110976, 1.453683 
0.087000, 1.110983, 1.453695 
0.087250, 1.110994, 1.453713 
0.087500, 1.111001, 1.453725 
0.087750, 1.111011, 1.453742 
0.088000, 1.111018, 1.453754 
0.088250, 1.111029, 1.453773 
0.088500, 1.111035, 1.453785 
0.088750, 1.111046, 1.453803 
0.089000, 1.111053, 1.453815 
0.089250, 1.111063, 1.453834 
0.089500, 1.111070, 1.453846 
0.089750, 1.111081, 1.453865 
0.090000, 1.111088, 1.453878 
0.090250, 1.111098, 1.453897 
0.090500, 1.111105, 1.453910 
0.090750, 1.111116, 1.453929 
0.091000, 1.111123, 1.453942 
0.091250, 1.111133, 1.453961 
0.091500, 1.111140, 1.453974 
0.091750, 1.111151, 1.453994 
0.092000, 1.111158, 1.454007 
0.092250, 1.111168, 1.454027 
0.092500, 1.111175, 1.454041 
0.092750, 1.111186, 1.454061 
0.093000, 1.111193, 1.454075 
0.093250, 1.111203, 1.454095 
0.093500, 1.111210, 1.454109 
0.093750, 1.111220, 1.454130 
0.094000, 1.111227, 1.454144 
0.094250, 1.111238, 1.454165 
0.094500, 1.111245, 1.454179 
0.094750, 1.111255, 1.454200 
0.095000, 1.111262, 1.454214 
0.095250, 1.111272, 1.454236 
0.095500, 1.111279, 1.454250 
0.095750, 1.111290, 1.454272 
0.096000, 1.111297, 1.454286 
0.096250, 1.111307, 1.454308 
0.096500, 1.111314, 1.454323 
0.096750, 1.111324, 1.454345 
0.097000, 1.111331, 1.454360 
0.097250, 1.111342, 1.454383 
0.097500, 1.111348, 1.454398 
0.097750, 1.111359, 1.454421 
0.098000, 1.111366, 1.454436 
0.098250, 1.111376, 1.454459 
0.098500, 1.111383, 1.454474 
0.098750, 1.111393, 1.454498 
0.099000, 1.111400, 1.454513 
0.099250, 1.111410, 1.454537 
0.099500, 1.111417, 1.454552 
0.099750, 1.111427, 1.454576 
0.100000, 1.111434, 1.454592 
0.100250, 1.111445, 1.454616 
0.100500, 1.111451, 1.454632 
0.100750, 1.111462, 1.454657 
0.101000, 1.111468, 1.454673 
0.101250, 1.111479, 1.454698 
0.101500, 1.111485, 1.454714 
0.101750, 1.111496, 1.454739 
0.102000, 1.111502, 1.454755 
0.102250, 1.111512, 1.454781 
0.102500, 1.111519, 1.454797 
0.102750, 1.111529, 1.454823 
0.103000, 1.111536, 1.454840 
0.103250, 1.111546, 1.454865 
0.103500, 1.111553, 1.454883 
0.103750, 1.111563, 1.454909 
0.104000, 1.111570, 1.454926 
0.104250, 1.111580, 1.454952 
0.104500, 1.111586, 1.454970 
0.104750, 1.111597, 1.454996 
0.105000, 1.111603, 1.455014 
0.105250, 1.111613, 1.455041 
0.105500, 1.111620, 1.455058 
0.105750, 1.111630, 1.455085 
0.106000, 1.111636, 1.455103 
0.106250, 1.111646, 1.455131 
0.106500, 1.111653, 1.455149 
0.106750, 1.111663, 1.455177 
0.107000, 1.111669, 1.455195 
0.107250, 1.111679, 1.455223 
0.107500, 1.111686, 1.455242 
0.107750, 1.111696, 1.455270 
0.108000, 1.111702, 1.455288 
0.108250, 1.111712, 1.455317 
0.108500, 1.111719, 1.455336 
0.108750, 1.111728, 1.455365 
0.109000, 1.111735, 1.455384 
0.109250, 1.111745, 1.455413 
0.109500, 1.111751, 1.455432 
0.109750, 1.111761, 1.455461 
0.110000, 1.111767, 1.455481 
0.110250, 1.111777, 1.455510 
0.110500, 1.111783, 1.455530 
0.110750, 1.111793, 1.455560 
0.111000, 1.111799, 1.455580 
0.111250, 1.111809, 1.455610 
0.111500, 1.111815, 1.455630 
0.111750, 1.111825, 1.455660 
0.112000, 1.111831, 1.455681 
0.112250, 1.111841, 1.455711 
0.112500, 1.111847, 1.455732 
0.112750, 1.111857, 1.455763 
0.113000, 1.111863, 1.455784 
0.113250, 1.111872, 1.455815 
0.113500, 1.111879, 1.455836 
0.113750, 1.111888, 1.455867 
0.114000, 1.111894, 1.455888 
0.114250, 1.111904, 1.455920 
0.114500, 1.111910, 1.455941 
0.114750, 1.111919, 1.455974 
0.115000, 1.111925, 1.455995 
0.115250, 1.111935, 1.456027 
0.115500, 1.111941, 1.456049 
0.115750, 1.111950, 1.456082 
0.116000, 1.111956, 1.456104 
0.116250, 1.111965, 1.456137 
0.116500, 1.111971, 1.456159 
0.116750, 1.111980, 1.456192 
0.117000, 1.111987, 1.456214 
0.117250, 1.111996, 1.456248 
0.117500, 1.112002, 1.456270 
0.117750, 1.112011, 1.456304 
0.118000, 1.112017, 1.456327 
0.118250, 1.112026, 1.456361 
0.118500, 1.112032, 1.456384 
0.118750, 1.112041, 1.456418 
0.119000, 1.112046, 1.456441 
0.119250, 1.112055, 1.456476 
0.119500, 1.112061, 1.456499 
0.119750, 1.112070, 1.456534 
0.120000, 1.112076, 1.456558 
0.120250, 1.112085, 1.456593 
0.120500, 1.112091, 1.456617 
0.120750, 1.112099, 1.456653 
0.121000, 1.112105, 1.456677 
0.121250, 1.112114, 1.456712 
0.121500, 1.112120, 1.456737 
0.121750, 1.112128, 1.456773 
0.122000, 1.112134, 1.456797 
0.122250, 1.112142, 1.456834 
0.122500, 1.112148, 1.456858 
0.122750, 1.112157, 1.456895 
0.123000, 1.112162, 1.456920 
0.123250, 1.112171, 1.456957 
0.123500, 1.112176, 1.456982 
0.123750, 1.112185, 1.457019 
0.124000, 1.112190, 1.457044 
0.124250, 1.112199, 1.457082 
0.124500, 1.112204, 1.457107 
0.124750, 1.112213, 1.457146 
0.125000, 1.112218, 1.457171 
0.125250, 1.112226, 1.457209 
0.125500, 1.112232, 1.457235 
0.125750, 1.112240, 1.457274 
0.126000, 1.112245, 1.457300 
0.126250, 1.112253, 1.457339 
0.126500, 1.112259, 1.457365 
0.126750, 1.112267, 1.457404 
0.127000, 1.112272, 1.457431 
0.127250, 1.112280, 1.457470 
0.127500, 1.112286, 1.457497 
0.127750, 1.112293, 1.457537 
0.128000, 1.112299, 1.457564 
0.128250, 1.112307, 1.457604 
0.128500, 1.112312, 1.457631 
0.128750, 1.112320, 1.457671 
0.129000, 1.112325, 1.457699 
0.129250, 1.112333, 1.457740 
0.129500, 1.112338, 1.457767 
0.129750, 1.112345, 1.457808 
0.130000, 1.112350, 1.457836 
0.130250, 1.112358, 1.457877 
0.130500, 1.112363, 1.457905 
0.130750, 1.112371, 1.457947 
0.131000, 1.112376, 1.457975 
0.131250, 1.112383, 1.458017 
0.131500, 1.112388, 1.458045 
0.131750, 1.112396, 1.458088 
0.132000, 1.112400, 1.458116 
0.132250, 1.112408, 1.458159 
0.132500, 1.112413, 1.458188 
0.132750, 1.112420, 1.458231 
0.133000, 1.112425, 1.458260 
0.133250, 1.112432, 1.458303 
0.133500, 1.112437, 1.458332 
0.133750, 1.112444, 1.458376 
0.134000, 1.112449, 1.458405 
0.134250, 1.112456, 1.458449 
0.134500, 1.112460, 1.458479 
0.134750, 1.112467, 1.458523 
0.135000, 1.112472, 1.458553 
0.135250, 1.112479, 1.458598 
0.135500, 1.112484, 1.458628 
0.135750, 1.112491, 1.458673 
0.136000, 1.112495, 1.458703 
0.136250, 1.112502, 1.458748 
0.136500, 1.112506, 1.458779 
0.136750, 1.112513, 1.458825 
0.137000, 1.112518, 1.458855 
0.137250, 1.112524, 1.458901 
0.137500, 1.112529, 1.458932 
0.137750, 1.112535, 1.458978 
0.138000, 1.112540, 1.459009 
0.138250, 1.112546, 1.459056 
0.138500, 1.112550, 1.459087 
0.138750, 1.112557, 1.459134 
0.139000, 1.112561, 1.459166 
0.139250, 1.112567, 1.459213 
0.139500, 1.112572, 1.459245 
0.139750, 1.112578, 1.459293 
0.140000, 1.112582, 1.459324 
0.140250, 1.112588, 1.459372 
0.140500, 1.112592, 1.459405 
0.140750, 1.112599, 1.459453 
0.141000, 1.112603, 1.459485 
0.141250, 1.112609, 1.459534 
0.141500, 1.112613, 1.459566 
0.141750, 1.112619, 1.459615 
0.142000, 1.112623, 1.459648 
0.142250, 1.112628, 1.459698 
0.142500, 1.112632, 1.459731 
0.142750, 1.112638, 1.459780 
0.143000, 1.112642, 1.459813 
0.143250, 1.112648, 1.459863 
0.143500, 1.112652, 1.459897 
0.143750, 1.112657, 1.459947 
0.144000, 1.112661, 1.459981 
0.144250, 1.112667, 1.460032 
0.144500, 1.112670, 1.460065 
0.144750, 1.112676, 1.460116 
0.145000, 1.112679, 1.460151 
0.145250, 1.112685, 1.460202 
0.145500, 1.112688, 1.460236 
0.145750, 1.112694, 1.460288 
0.146000, 1.112697, 1.460322 
0.146250, 1.112703, 1.460374 
0.146500, 1.112706, 1.460409 
0.146750, 1.112711, 1.460462 
0.147000, 1.112715, 1.460497 
0.147250, 1.112720, 1.460549 
0.147500, 1.112723, 1.460584 
0.147750, 1.112728, 1.460637 
0.148000, 1.112731, 1.460673 
0.148250, 1.112736, 1.460726 
0.148500, 1.112740, 1.460762 
0.148750, 1.112744, 1.460816 
0.149000, 1.112748, 1.460852 
0.149250, 1.112752, 1.460906 
0.149500, 1.112756, 1.460942 
0.149750, 1.112760, 1.460996 
0.150000, 1.112763, 1.461032 
0.150250, 1.112768, 1.461087 
0.150500, 1.112771, 1.461124 
0.150750, 1.112775, 1.461179 
0.151000, 1.112778, 1.461216 
0.151250, 1.112783, 1.461271 
0.151500, 1.112786, 1.461308 
0.151750, 1.112790, 1.461364 
0.152000, 1.112793, 1.461401 
0.152250, 1.112797, 1.461457 
0.152500, 1.112800, 1.461495 
0.152750, 1.112804, 1.461551 
0.153000, 1.112807, 1.461589 
0.153250, 1.112811, 1.461645 
0.153500, 1.112814, 1.461683 
0.153750, 1.112818, 1.461740 
0.154000, 1.112820, 1.461779 
0.154250, 1.112824, 1.461836 
0.154500, 1.112827, 1.461874 
0.154750, 1.112830, 1.461932 
0.155000, 1.112833, 1.461971 
0.155250, 1.112837, 1.462029 
0.155500, 1.112839, 1.462068 
0.155750, 1.112843, 1.462126 
0.156000, 1.112845, 1.462165 
0.156250, 1.112849, 1.462224 
0.156500, 1.112851, 1.462263 
0.156750, 1.112854, 1.462323 
0.157000, 1.112857, 1.462362 
0.157250, 1.112860, 1.462422 
0.157500, 1.112862, 1.462461 
0.157750, 1.112865, 1.462521 
0.158000, 1.112868, 1.462561 
0.158250, 1.112871, 1.462621 
0.158500, 1.112873, 1.462662 
0.158750, 1.112876, 1.462722 
0.159000, 1.112878, 1.462763 
0.159250, 1.112881, 1.462824 
0.159500, 1.112883, 1.462864 
0.159750, 1.112886, 1.462926 
0.160000, 1.112888, 1.462966 
0.160250, 1.112890, 1.463028 
0.160500, 1.112892, 1.463069 
0.160750, 1.112895, 1.463131 
0.161000, 1.112897, 1.463172 
0.161250, 1.112899, 1.463235 
0.161500, 1.112901, 1.463276 
0.161750, 1.112903, 1.463339 
0.162000, 1.112905, 1.463381 
0.162250, 1.112907, 1.463444 
0.162500, 1.112909, 1.463486 
0.162750, 1.112911, 1.463549 
0.163000, 1.112913, 1.463591 
0.163250, 1.112915, 1.463655 
0.163500, 1.112916, 1.463698 
0.163750, 1.112919, 1.463762 
0.164000, 1.112920, 1.463804 
0.164250, 1.112922, 1.463869 
0.164500, 1.112923, 1.463912 
0.164750, 1.112925, 1.463977 
0.165000, 1.112926, 1.464020 
0.165250, 1.112928, 1.464085 
0.165500, 1.112929, 1.464128 
0.165750, 1.112931, 1.464194 
0.166000, 1.112932, 1.464237 
0.166250, 1.112934, 1.464303 
0.166500, 1.112935, 1.464347 
0.166750, 1.112937, 1.464413 
0.167000, 1.112938, 1.464457 
0.167250, 1.112939, 1.464524 
0.167500, 1.112940, 1.464568 
0.167750, 1.112941, 1.464635 
0.168000, 1.112942, 1.464680 
0.168250, 1.112943, 1.464747 
0.168500, 1.112944, 1.464792 
0.168750, 1.112945, 1.464859 
0.169000, 1.112946, 1.464904 
0.169250, 1.112947, 1.464972 
0.169500, 1.112948, 1.465018 
0.169750, 1.112949, 1.465086 
0.170000, 1.112949, 1.465131 
0.170250, 1.112950, 1.465200 
0.170500, 1.112951, 1.465246 
0.170750, 1.112951, 1.465315 
0.171000, 1.112952, 1.465361 
0.171250, 1.112952, 1.465430 
0.171500, 1.112953, 1.465476 
0.171750, 1.112953, 1.465546 
0.172000, 1.112954, 1.465592 
0.172250, 1.112954, 1.465662 
0.172500, 1.112954, 1.465709 
0.172750, 1.112955, 1.465779 
0.173000, 1.112955, 1.465826 
0.173250, 1.112955, 1.465897 
0.173500, 1.112955, 1.465944 
0.173750, 1.112955, 1.466015 
0.174000, 1.112955, 1.466063 
0.174250, 1.112955, 1.466134 
0.174500, 1.112955, 1.466182 
0.174750, 1.112955, 1.466253 
0.175000, 1.112955, 1.466301 
0.175250, 1.112955, 1.466373 
0.175500, 1.112955, 1.466422 
0.175750, 1.112954, 1.466494 
0.176000, 1.112954, 1.466542 
0.176250, 1.112954, 1.466615 
0.176500, 1.112953, 1.466664 
0.176750, 1.112953, 1.466737 
0.177000, 1.112953, 1.466786 
0.177250, 1.112952, 1.466859 
0.177500, 1.112952, 1.466908 
0.177750, 1.112951, 1.466982 
0.178000, 1.112950, 1.467032 
0.178250, 1.112949, 1.467106 
0.178500, 1.112949, 1.467155 
0.178750, 1.112948, 1.467230 
0.179000, 1.112947, 1.467280 
0.179250, 1.112946, 1.467355 
0.179500, 1.112946, 1.467405 
0.179750, 1.112944, 1.467480 
0.180000, 1.112944, 1.467530 
0.180250, 1.112942, 1.467606 
0.180500, 1.112941, 1.467656 
0.180750, 1.112940, 1.467732 
0.181000, 1.112939, 1.467783 
0.181250, 1.112938, 1.467859 
0.181500, 1.112937, 1.467910 
0.181750, 1.112935, 1.467987 
0.182000, 1.112934, 1.468038 
0.182250, 1.112932, 1.468115 
0.182500, 1.112931, 1.468167 
0.182750, 1.112929, 1.468244 
0.183000, 1.112928, 1.468296 
0.183250, 1.112926, 1.468374 
0.183500, 1.112925, 1.468426 
0.183750, 1.112923, 1.468504 
0.184000, 1.112922, 1.468556 
0.184250, 1.112919, 1.468634 
0.184500, 1.112918, 1.468687 
0.184750, 1.112916, 1.468766 
0.185000, 1.112914, 1.468818 
0.185250, 1.112912, 1.468897 
0.185500, 1.112910, 1.468950 
0.185750, 1.112908, 1.469030 
0.186000, 1.112906, 1.469083 
0.186250, 1.112904, 1.469163 
0.186500, 1.112902, 1.469216 
0.186750, 1.112899, 1.469296 
0.187000, 1.112897, 1.469350 
0.187250, 1.112895, 1.469430 
0.187500, 1.112893, 1.469484 
0.187750, 1.112890, 1.469565 
0.188000, 1.112888, 1.469619 
0.188250, 1.112885, 1.469701 
0.188500, 1.112883, 1.469755 
0.188750, 1.112880, 1.469836 
0.189000, 1.112878, 1.469891 
0.189250, 1.112875, 1.469973 
0.189500, 1.112872, 1.470028 
0.189750, 1.112869, 1.470110 
0.190000, 1.112867, 1.470165 
0.190250, 1.112863, 1.470248 
0.190500, 1.112861, 1.470303 
0.190750, 1.112857, 1.470386 
0.191000, 1.112855, 1.470442 
0.191250, 1.112851, 1.470525 
0.191500, 1.112849, 1.470581 
0.191750, 1.112845, 1.470664 
0.192000, 1.112843, 1.470720 
0.192250, 1.112839, 1.470805 
0.192500, 1.112836, 1.470861 
0.192750, 1.112832, 1.470945 
0.193000, 1.112829, 1.471002 
0.193250, 1.112825, 1.471086 
0.193500, 1.112822, 1.471143 
0.193750, 1.112818, 1.471228 
0.194000, 1.112815, 1.471285 
